,time,wind_speed,wind_direction,temperature,wind_power,theoretical_power
201,2022-12-09 09:00:00,15.478185,274.82608,13.118347,6670.0,15000.0
202,2022-12-09 10:00:00,13.274379,286.608,13.154968,8450.0,14471.683382331485
203,2022-12-09 11:00:00,13.541548,284.4452,13.343872,9950.0,15000.0
204,2022-12-09 12:00:00,13.954217,281.7584,13.5,7850.0,15000.0
205,2022-12-09 13:00:00,13.994619,279.85428,13.561707,6950.0,15000.0
206,2022-12-09 14:00:00,14.159515,278.82074,13.63623,6550.0,15000.0
207,2022-12-09 15:00:00,14.980448,277.01578,13.6163025,5250.0,15000.0
208,2022-12-09 16:00:00,15.292191,274.08932,13.510925,4790.0,15000.0
209,2022-12-09 17:00:00,15.583812,273.77167,13.425476,6430.0,15000.0
210,2022-12-09 18:00:00,15.774292,272.6123,13.38501,7820.0,15000.0
211,2022-12-09 19:00:00,15.929137,271.20956,13.372772,7980.0,15000.0
212,2022-12-09 20:00:00,16.314993,272.07788,13.338745,8130.000000000001,15000.0
213,2022-12-09 21:00:00,16.673067,272.32642,13.361237,6820.0,15000.0
214,2022-12-09 22:00:00,17.691347,280.4663,14.251801,8860.0,15000.0
215,2022-12-09 23:00:00,18.4548,281.20242,14.097595,12080.0,15000.0
216,2022-12-10 00:00:00,19.0404,278.54498,13.908051,12110.0,15000.0
217,2022-12-10 01:00:00,19.204844,274.12994,13.694061,13070.0,15000.0
218,2022-12-10 02:00:00,18.657557,271.0758,13.423553,12800.0,15000.0
219,2022-12-10 03:00:00,18.365553,270.27524,13.291168,11710.0,15000.0
220,2022-12-10 04:00:00,18.238516,267.87674,13.401703,10910.0,15000.0
221,2022-12-10 05:00:00,18.173077,265.57578,13.477539,8450.0,15000.0
222,2022-12-10 06:00:00,17.666382,263.32358,13.52121,9820.0,15000.0
223,2022-12-10 07:00:00,16.956337,260.98132,13.589325,12000.0,15000.0
224,2022-12-10 08:00:00,16.36151,259.88983,13.754456,12000.0,15000.0
225,2022-12-10 09:00:00,16.433014,264.15448,13.842499,9700.0,15000.0
226,2022-12-10 10:00:00,16.943977,279.58673,14.575653,12100.0,15000.0
227,2022-12-10 11:00:00,18.47605,275.38617,14.5538025,13600.0,15000.0
228,2022-12-10 12:00:00,18.772364,273.67392,14.450348,12050.0,15000.0
229,2022-12-10 13:00:00,18.955347,272.83322,14.302582,11900.0,15000.0
230,2022-12-10 14:00:00,19.23463,271.65408,14.06546,11850.0,15000.0
231,2022-12-10 15:00:00,19.119541,271.6437,14.118164,12700.0,15000.0
232,2022-12-10 16:00:00,20.08245,278.6042,14.021118,11320.0,15000.0
233,2022-12-10 17:00:00,21.057264,282.15176,13.919617,11700.0,15000.0
234,2022-12-10 18:00:00,21.887712,282.2804,13.879761,13600.0,15000.0
235,2022-12-10 19:00:00,23.1851,282.7407,13.85022,13920.0,15000.0
236,2022-12-10 20:00:00,23.550415,282.17786,13.869476,14530.0,15000.0
237,2022-12-10 21:00:00,23.412174,282.01562,13.897766,14550.0,15000.0
238,2022-12-10 22:00:00,25.247396,285.0752,16.036194,14420.0,15000.0
239,2022-12-10 23:00:00,25.414019,283.72156,15.799103,14670.0,15000.0
240,2022-12-11 00:00:00,26.329227,281.53796,15.28891,14310.0,15000.0
241,2022-12-11 01:00:00,26.94633,280.99832,15.091644,14330.0,15000.0
242,2022-12-11 02:00:00,26.15325,277.09375,15.186737,14750.0,15000.0
243,2022-12-11 03:00:00,24.74256,276.34332,15.276703,14730.0,15000.0
244,2022-12-11 04:00:00,23.50463,274.19476,15.286987,10730.0,15000.0
245,2022-12-11 05:00:00,23.382236,274.29773,15.3280945,11650.0,15000.0
246,2022-12-11 06:00:00,23.316788,272.27673,14.633484,10740.0,15000.0
247,2022-12-11 07:00:00,22.954668,268.54416,14.462555,12500.0,15000.0
248,2022-12-11 08:00:00,22.40855,262.69977,14.406677,14300.0,15000.0
249,2022-12-11 09:00:00,22.507069,255.51402,14.48764,11850.0,15000.0
250,2022-12-11 10:00:00,23.71027,255.80798,14.57309,12800.0,15000.0
251,2022-12-11 11:00:00,24.601976,261.70605,15.126343,9800.0,15000.0
252,2022-12-11 12:00:00,24.261063,262.69968,15.400696,12250.0,15000.0
253,2022-12-11 13:00:00,22.598711,261.3664,15.400055,13850.0,15000.0
254,2022-12-11 14:00:00,21.205515,261.85632,15.2677,13300.0,15000.0
255,2022-12-11 15:00:00,19.748137,262.84308,14.638641,13200.0,15000.0
256,2022-12-11 16:00:00,18.191153,253.37642,13.387573,13760.0,15000.0
257,2022-12-11 17:00:00,17.15803,244.96579,13.153046,13700.0,15000.0
258,2022-12-11 18:00:00,17.062265,238.53473,12.966675,14510.0,15000.0
259,2022-12-11 19:00:00,16.163992,235.55502,13.124756,14040.0,15000.0
260,2022-12-11 20:00:00,15.026693,235.50372,13.151093,13840.0,15000.0
261,2022-12-11 21:00:00,14.423104,227.51227,13.139526,14300.0,15000.0
262,2022-12-11 22:00:00,11.126313,198.3268,16.086304,14430.0,8362.934065300255
263,2022-12-11 23:00:00,9.651102,190.03377,15.965515,14150.0,5484.921570867673
264,2022-12-12 00:00:00,8.830042,191.93167,15.729706,14170.0,4213.48068419429
265,2022-12-12 01:00:00,9.143939,194.18817,15.397491,14680.0,4686.452182246847
266,2022-12-12 02:00:00,9.290973,193.59415,15.087128,13130.0,4924.101873457757
267,2022-12-12 03:00:00,9.568671,194.65431,14.758148,10820.0,5383.167275338005
268,2022-12-12 04:00:00,9.776684,196.04256,14.456146,7420.0,5746.2558992784025
